state,district,year,month,enrolments,growth_rate,rolling_3m
Uttar Pradesh,Jalaun,2025.0,10.0,35,16.666666666666675,32.666666666666664
Uttar Pradesh,Jalaun,2025.0,11.0,30,-14.28571428571429,31.666666666666668
Uttar Pradesh,Jalaun,2025.0,12.0,31,3.3333333333333437,32.0
Uttar Pradesh,Jaunpur,2025.0,1.0,72,,
Uttar Pradesh,Jaunpur,2025.0,2.0,87,20.833333333333325,
Uttar Pradesh,Jaunpur,2025.0,3.0,77,-11.494252873563216,78.66666666666667
Uttar Pradesh,Jaunpur,2025.0,4.0,44,-42.85714285714286,69.33333333333333
Uttar Pradesh,Jaunpur,2025.0,5.0,62,40.90909090909092,61.0
Uttar Pradesh,Jaunpur,2025.0,6.0,72,16.129032258064523,59.333333333333336
Uttar Pradesh,Jaunpur,2025.0,7.0,53,-26.388888888888886,62.333333333333336
Uttar Pradesh,Jaunpur,2025.0,8.0,82,54.71698113207548,69.0
Uttar Pradesh,Jaunpur,2025.0,9.0,82,0.0,72.33333333333333
Uttar Pradesh,Jaunpur,2025.0,10.0,89,8.536585365853666,84.33333333333333
Uttar Pradesh,Jaunpur,2025.0,11.0,67,-24.71910112359551,79.33333333333333
Uttar Pradesh,Jaunpur,2025.0,12.0,80,19.402985074626855,78.66666666666667
Uttar Pradesh,Jhansi,2025.0,1.0,36,,
Uttar Pradesh,Jhansi,2025.0,2.0,38,5.555555555555558,
Uttar Pradesh,Jhansi,2025.0,3.0,34,-10.526315789473683,36.0
Uttar Pradesh,Jhansi,2025.0,4.0,18,-47.05882352941176,30.0
Uttar Pradesh,Jhansi,2025.0,5.0,32,77.77777777777777,28.0
Uttar Pradesh,Jhansi,2025.0,6.0,35,9.375,28.333333333333332
Uttar Pradesh,Jhansi,2025.0,7.0,23,-34.285714285714285,30.0
Uttar Pradesh,Jhansi,2025.0,8.0,38,65.21739130434783,32.0
Uttar Pradesh,Jhansi,2025.0,9.0,39,2.6315789473684292,33.333333333333336
Uttar Pradesh,Jhansi,2025.0,10.0,46,17.948717948717952,41.0
Uttar Pradesh,Jhansi,2025.0,11.0,33,-28.260869565217394,39.333333333333336
Uttar Pradesh,Jhansi,2025.0,12.0,43,30.303030303030297,40.666666666666664
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,1.0,1,,
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,2.0,2,100.0,
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,3.0,3,50.0,2.0
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,4.0,1,-66.66666666666667,2.0
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,5.0,4,300.0,2.6666666666666665
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,8.0,2,-50.0,2.3333333333333335
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,9.0,2,0.0,2.6666666666666665
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,10.0,6,200.0,3.3333333333333335
Uttar Pradesh,Jyotiba Phule Nagar,2025.0,12.0,3,-50.0,3.6666666666666665
Uttar Pradesh,Kannauj,2025.0,1.0,28,,
Uttar Pradesh,Kannauj,2025.0,2.0,32,14.28571428571428,
Uttar Pradesh,Kannauj,2025.0,3.0,30,-6.25,30.0
Uttar Pradesh,Kannauj,2025.0,4.0,20,-33.333333333333336,27.333333333333332
Uttar Pradesh,Kannauj,2025.0,5.0,33,64.99999999999999,27.666666666666668
Uttar Pradesh,Kannauj,2025.0,6.0,31,-6.060606060606055,28.0
Uttar Pradesh,Kannauj,2025.0,7.0,26,-16.129032258064512,30.0
Uttar Pradesh,Kannauj,2025.0,8.0,30,15.384615384615374,29.0
Uttar Pradesh,Kannauj,2025.0,9.0,34,13.33333333333333,30.0
Uttar Pradesh,Kannauj,2025.0,10.0,37,8.823529411764696,33.666666666666664
Uttar Pradesh,Kannauj,2025.0,11.0,26,-29.729729729729726,32.333333333333336
Uttar Pradesh,Kannauj,2025.0,12.0,33,26.923076923076916,32.0
Uttar Pradesh,Kanpur Dehat,2025.0,1.0,35,,
Uttar Pradesh,Kanpur Dehat,2025.0,2.0,31,-11.428571428571432,
Uttar Pradesh,Kanpur Dehat,2025.0,3.0,33,6.451612903225801,33.0
Uttar Pradesh,Kanpur Dehat,2025.0,4.0,21,-36.36363636363637,28.333333333333332
Uttar Pradesh,Kanpur Dehat,2025.0,5.0,34,61.904761904761905,29.333333333333332
Uttar Pradesh,Kanpur Dehat,2025.0,6.0,36,5.882352941176472,30.333333333333332
Uttar Pradesh,Kanpur Dehat,2025.0,7.0,26,-27.77777777777778,32.0
Uttar Pradesh,Kanpur Dehat,2025.0,8.0,35,34.61538461538463,32.333333333333336
Uttar Pradesh,Kanpur Dehat,2025.0,9.0,34,-2.857142857142858,31.666666666666668
Uttar Pradesh,Kanpur Dehat,2025.0,10.0,36,5.882352941176472,35.0
Uttar Pradesh,Kanpur Dehat,2025.0,11.0,34,-5.555555555555558,34.666666666666664
Uttar Pradesh,Kanpur Dehat,2025.0,12.0,34,0.0,34.666666666666664
Uttar Pradesh,Kanpur Nagar,2025.0,1.0,87,,
Uttar Pradesh,Kanpur Nagar,2025.0,2.0,78,-10.344827586206895,
Uttar Pradesh,Kanpur Nagar,2025.0,3.0,74,-5.128205128205132,79.66666666666667
Uttar Pradesh,Kanpur Nagar,2025.0,4.0,43,-41.891891891891895,65.0
Uttar Pradesh,Kanpur Nagar,2025.0,5.0,63,46.51162790697674,60.0
Uttar Pradesh,Kanpur Nagar,2025.0,6.0,68,7.9365079365079305,58.0
Uttar Pradesh,Kanpur Nagar,2025.0,7.0,60,-11.764705882352944,63.666666666666664
Uttar Pradesh,Kanpur Nagar,2025.0,8.0,74,23.33333333333334,67.33333333333333
Uttar Pradesh,Kanpur Nagar,2025.0,9.0,77,4.054054054054057,70.33333333333333
Uttar Pradesh,Kanpur Nagar,2025.0,10.0,88,14.28571428571428,79.66666666666667
Uttar Pradesh,Kanpur Nagar,2025.0,11.0,68,-22.72727272727273,77.66666666666667
Uttar Pradesh,Kanpur Nagar,2025.0,12.0,80,17.647058823529417,78.66666666666667
Uttar Pradesh,Kasganj,2025.0,1.0,20,,
Uttar Pradesh,Kasganj,2025.0,2.0,20,0.0,
Uttar Pradesh,Kasganj,2025.0,3.0,19,-5.000000000000004,19.666666666666668
Uttar Pradesh,Kasganj,2025.0,4.0,12,-36.8421052631579,17.0
Uttar Pradesh,Kasganj,2025.0,5.0,19,58.33333333333333,16.666666666666668
Uttar Pradesh,Kasganj,2025.0,6.0,21,10.526315789473696,17.333333333333332
Uttar Pradesh,Kasganj,2025.0,7.0,13,-38.095238095238095,17.666666666666668
Uttar Pradesh,Kasganj,2025.0,8.0,21,61.53846153846154,18.333333333333332
Uttar Pradesh,Kasganj,2025.0,9.0,24,14.28571428571428,19.333333333333332
Uttar Pradesh,Kasganj,2025.0,10.0,26,8.333333333333325,23.666666666666668
Uttar Pradesh,Kasganj,2025.0,11.0,22,-15.384615384615385,24.0
Uttar Pradesh,Kasganj,2025.0,12.0,25,13.636363636363647,24.333333333333332
Uttar Pradesh,Kaushambi,2025.0,1.0,24,,
Uttar Pradesh,Kaushambi,2025.0,2.0,23,-4.1666666666666625,
Uttar Pradesh,Kaushambi,2025.0,3.0,19,-17.391304347826086,22.0
Uttar Pradesh,Kaushambi,2025.0,4.0,14,-26.315789473684216,18.666666666666668
Uttar Pradesh,Kaushambi,2025.0,5.0,24,71.42857142857142,19.0
Uttar Pradesh,Kaushambi,2025.0,6.0,22,-8.333333333333337,20.0
Uttar Pradesh,Kaushambi,2025.0,7.0,19,-13.636363636363635,21.666666666666668
Uttar Pradesh,Kaushambi,2025.0,8.0,24,26.315789473684205,21.666666666666668
Uttar Pradesh,Kaushambi,2025.0,9.0,25,4.166666666666674,22.666666666666668
Uttar Pradesh,Kaushambi,2025.0,10.0,30,19.999999999999996,26.333333333333332
Uttar Pradesh,Kaushambi,2025.0,11.0,24,-19.999999999999996,26.333333333333332
Uttar Pradesh,Kaushambi,2025.0,12.0,25,4.166666666666674,26.333333333333332
Uttar Pradesh,Kheri,2025.0,1.0,63,,
Uttar Pradesh,Kheri,2025.0,2.0,52,-17.460317460317466,
Uttar Pradesh,Kheri,2025.0,3.0,49,-5.769230769230771,54.666666666666664
Uttar Pradesh,Kheri,2025.0,4.0,34,-30.612244897959183,45.0
Uttar Pradesh,Kheri,2025.0,5.0,44,29.41176470588236,42.333333333333336
Uttar Pradesh,Kheri,2025.0,6.0,48,9.090909090909083,42.0
Uttar Pradesh,Kheri,2025.0,7.0,43,-10.416666666666663,45.0
Uttar Pradesh,Kheri,2025.0,8.0,53,23.25581395348837,48.0
Uttar Pradesh,Kheri,2025.0,9.0,52,-1.8867924528301883,49.333333333333336
Uttar Pradesh,Kheri,2025.0,10.0,53,1.9230769230769162,52.666666666666664
Uttar Pradesh,Kheri,2025.0,11.0,46,-13.207547169811317,50.333333333333336
Uttar Pradesh,Kheri,2025.0,12.0,52,13.043478260869556,50.333333333333336
Uttar Pradesh,Kushi Nagar,2025.0,1.0,1,,
Uttar Pradesh,Kushinagar,2025.0,1.0,30,,
Uttar Pradesh,Kushinagar,2025.0,2.0,37,23.33333333333334,
Uttar Pradesh,Kushinagar,2025.0,3.0,32,-13.513513513513509,33.0
Uttar Pradesh,Kushinagar,2025.0,4.0,24,-25.0,31.0
Uttar Pradesh,Kushinagar,2025.0,5.0,31,29.166666666666675,29.0
Uttar Pradesh,Kushinagar,2025.0,6.0,33,6.451612903225801,29.333333333333332
Uttar Pradesh,Kushinagar,2025.0,7.0,33,0.0,32.333333333333336
Uttar Pradesh,Kushinagar,2025.0,8.0,35,6.060606060606055,33.666666666666664
Uttar Pradesh,Kushinagar,2025.0,9.0,35,0.0,34.333333333333336
Uttar Pradesh,Kushinagar,2025.0,10.0,37,5.714285714285716,35.666666666666664
Uttar Pradesh,Kushinagar,2025.0,11.0,30,-18.918918918918916,34.0
Uttar Pradesh,Kushinagar,2025.0,12.0,36,19.999999999999996,34.333333333333336
Uttar Pradesh,Kushinagar *,2025.0,6.0,1,,
Uttar Pradesh,Lalitpur,2025.0,1.0,21,,
Uttar Pradesh,Lalitpur,2025.0,2.0,19,-9.523809523809524,
Uttar Pradesh,Lalitpur,2025.0,3.0,17,-10.526315789473683,19.0
Uttar Pradesh,Lalitpur,2025.0,4.0,10,-41.17647058823529,15.333333333333334
Uttar Pradesh,Lalitpur,2025.0,5.0,14,39.99999999999999,13.666666666666666
Uttar Pradesh,Lalitpur,2025.0,6.0,20,42.85714285714286,14.666666666666666
Uttar Pradesh,Lalitpur,2025.0,7.0,14,-30.000000000000004,16.0
Uttar Pradesh,Lalitpur,2025.0,8.0,21,50.0,18.333333333333332
Uttar Pradesh,Lalitpur,2025.0,9.0,20,-4.761904761904767,18.333333333333332
Uttar Pradesh,Lalitpur,2025.0,10.0,21,5.000000000000004,20.666666666666668
Uttar Pradesh,Lalitpur,2025.0,11.0,19,-9.523809523809524,20.0
Uttar Pradesh,Lalitpur,2025.0,12.0,23,21.052631578947366,21.0
Uttar Pradesh,Lucknow,2025.0,1.0,95,,
Uttar Pradesh,Lucknow,2025.0,2.0,87,-8.421052631578952,
Uttar Pradesh,Lucknow,2025.0,3.0,81,-6.896551724137934,87.66666666666667
Uttar Pradesh,Lucknow,2025.0,4.0,49,-39.50617283950617,72.33333333333333
Uttar Pradesh,Lucknow,2025.0,5.0,67,36.73469387755102,65.66666666666667
Uttar Pradesh,Lucknow,2025.0,6.0,74,10.447761194029859,63.333333333333336
Uttar Pradesh,Lucknow,2025.0,7.0,68,-8.108108108108103,69.66666666666667
Uttar Pradesh,Lucknow,2025.0,8.0,86,26.470588235294112,76.0
Uttar Pradesh,Lucknow,2025.0,9.0,80,-6.976744186046513,78.0
Uttar Pradesh,Lucknow,2025.0,10.0,97,21.249999999999993,87.66666666666667
Uttar Pradesh,Lucknow,2025.0,11.0,72,-25.773195876288657,83.0
Uttar Pradesh,Lucknow,2025.0,12.0,88,22.222222222222232,85.66666666666667
Uttar Pradesh,Maharajganj,2025.0,1.0,43,,
Uttar Pradesh,Maharajganj,2025.0,2.0,30,-30.23255813953488,
Uttar Pradesh,Maharajganj,2025.0,3.0,29,-3.3333333333333326,34.0
Uttar Pradesh,Maharajganj,2025.0,4.0,19,-34.48275862068966,26.0
Uttar Pradesh,Maharajganj,2025.0,5.0,29,52.63157894736843,25.666666666666668
Uttar Pradesh,Maharajganj,2025.0,6.0,31,6.896551724137923,26.333333333333332
Uttar Pradesh,Maharajganj,2025.0,7.0,24,-22.580645161290324,28.0
Uttar Pradesh,Maharajganj,2025.0,8.0,32,33.33333333333333,29.0
Uttar Pradesh,Maharajganj,2025.0,9.0,33,3.125,29.666666666666668
Uttar Pradesh,Maharajganj,2025.0,10.0,35,6.060606060606055,33.333333333333336
Uttar Pradesh,Maharajganj,2025.0,11.0,29,-17.14285714285714,32.333333333333336
Uttar Pradesh,Maharajganj,2025.0,12.0,31,6.896551724137923,31.666666666666668
Uttar Pradesh,Mahoba,2025.0,1.0,13,,
Uttar Pradesh,Mahoba,2025.0,2.0,18,38.46153846153846,
Uttar Pradesh,Mahoba,2025.0,3.0,14,-22.22222222222222,15.0
Uttar Pradesh,Mahoba,2025.0,4.0,9,-35.71428571428571,13.666666666666666
Uttar Pradesh,Mahoba,2025.0,5.0,15,66.66666666666667,12.666666666666666
Uttar Pradesh,Mahoba,2025.0,6.0,17,13.33333333333333,13.666666666666666
Uttar Pradesh,Mahoba,2025.0,7.0,10,-41.17647058823529,14.0
Uttar Pradesh,Mahoba,2025.0,8.0,16,60.00000000000001,14.333333333333334
Uttar Pradesh,Mahoba,2025.0,9.0,16,0.0,14.0
Uttar Pradesh,Mahoba,2025.0,10.0,18,12.5,16.666666666666668
Uttar Pradesh,Mahoba,2025.0,11.0,18,0.0,17.333333333333332
Uttar Pradesh,Mahoba,2025.0,12.0,19,5.555555555555558,18.333333333333332
Uttar Pradesh,Mahrajganj,2025.0,5.0,1,,
Uttar Pradesh,Mainpuri,2025.0,1.0,38,,
Uttar Pradesh,Mainpuri,2025.0,2.0,37,-2.631578947368418,
Uttar Pradesh,Mainpuri,2025.0,3.0,35,-5.405405405405405,36.666666666666664
Uttar Pradesh,Mainpuri,2025.0,4.0,21,-40.0,31.0
Uttar Pradesh,Mainpuri,2025.0,5.0,30,42.85714285714286,28.666666666666668
Uttar Pradesh,Mainpuri,2025.0,6.0,30,0.0,27.0
Uttar Pradesh,Mainpuri,2025.0,7.0,32,6.666666666666665,30.666666666666668
Uttar Pradesh,Mainpuri,2025.0,8.0,32,0.0,31.333333333333332
Uttar Pradesh,Mainpuri,2025.0,9.0,32,0.0,32.0
Uttar Pradesh,Mainpuri,2025.0,10.0,40,25.0,34.666666666666664
Uttar Pradesh,Mainpuri,2025.0,11.0,23,-42.50000000000001,31.666666666666668
Uttar Pradesh,Mainpuri,2025.0,12.0,38,65.21739130434783,33.666666666666664
Uttar Pradesh,Mathura,2025.0,1.0,48,,
Uttar Pradesh,Mathura,2025.0,2.0,48,0.0,
Uttar Pradesh,Mathura,2025.0,3.0,44,-8.333333333333337,46.666666666666664
Uttar Pradesh,Mathura,2025.0,4.0,27,-38.63636363636363,39.666666666666664
Uttar Pradesh,Mathura,2025.0,5.0,37,37.037037037037045,36.0
Uttar Pradesh,Mathura,2025.0,6.0,46,24.32432432432432,36.666666666666664
Uttar Pradesh,Mathura,2025.0,7.0,42,-8.695652173913048,41.666666666666664
Uttar Pradesh,Mathura,2025.0,8.0,49,16.666666666666675,45.666666666666664
Uttar Pradesh,Mathura,2025.0,9.0,47,-4.081632653061229,46.0
Uttar Pradesh,Mathura,2025.0,10.0,55,17.021276595744684,50.333333333333336
Uttar Pradesh,Mathura,2025.0,11.0,44,-19.999999999999996,48.666666666666664
Uttar Pradesh,Mathura,2025.0,12.0,52,18.181818181818187,50.333333333333336
Uttar Pradesh,Mau,2025.0,1.0,33,,
Uttar Pradesh,Mau,2025.0,2.0,41,24.242424242424242,
Uttar Pradesh,Mau,2025.0,3.0,36,-12.195121951219512,36.666666666666664
Uttar Pradesh,Mau,2025.0,4.0,21,-41.666666666666664,32.666666666666664
Uttar Pradesh,Mau,2025.0,5.0,34,61.904761904761905,30.333333333333332
Uttar Pradesh,Mau,2025.0,6.0,39,14.705882352941169,31.333333333333332
Uttar Pradesh,Mau,2025.0,7.0,27,-30.76923076923077,33.333333333333336
Uttar Pradesh,Mau,2025.0,8.0,41,51.85185185185186,35.666666666666664
Uttar Pradesh,Mau,2025.0,9.0,40,-2.4390243902439046,36.0
Uttar Pradesh,Mau,2025.0,10.0,43,7.499999999999996,41.333333333333336
Uttar Pradesh,Mau,2025.0,11.0,39,-9.302325581395355,40.666666666666664
Uttar Pradesh,Mau,2025.0,12.0,41,5.128205128205132,41.0
Uttar Pradesh,Meerut,2025.0,1.0,42,,
Uttar Pradesh,Meerut,2025.0,2.0,42,0.0,
Uttar Pradesh,Meerut,2025.0,3.0,39,-7.14285714285714,41.0
Uttar Pradesh,Meerut,2025.0,4.0,23,-41.02564102564102,34.666666666666664
Uttar Pradesh,Meerut,2025.0,5.0,35,52.17391304347827,32.333333333333336
Uttar Pradesh,Meerut,2025.0,6.0,40,14.28571428571428,32.666666666666664
Uttar Pradesh,Meerut,2025.0,7.0,35,-12.5,36.666666666666664
Uttar Pradesh,Meerut,2025.0,8.0,42,19.999999999999996,39.0
Uttar Pradesh,Meerut,2025.0,9.0,43,2.3809523809523725,40.0
Uttar Pradesh,Meerut,2025.0,10.0,50,16.279069767441868,45.0
Uttar Pradesh,Meerut,2025.0,11.0,34,-31.999999999999996,42.333333333333336
Uttar Pradesh,Meerut,2025.0,12.0,41,20.58823529411764,41.666666666666664
Uttar Pradesh,Mirzapur,2025.0,1.0,26,,
Uttar Pradesh,Mirzapur,2025.0,2.0,31,19.23076923076923,
Uttar Pradesh,Mirzapur,2025.0,3.0,28,-9.677419354838712,28.333333333333332
Uttar Pradesh,Mirzapur,2025.0,4.0,16,-42.85714285714286,25.0
Uttar Pradesh,Mirzapur,2025.0,5.0,21,31.25,21.666666666666668
Uttar Pradesh,Mirzapur,2025.0,6.0,26,23.809523809523814,21.0
Uttar Pradesh,Mirzapur,2025.0,7.0,25,-3.8461538461538436,24.0
Uttar Pradesh,Mirzapur,2025.0,8.0,28,12.00000000000001,26.333333333333332
Uttar Pradesh,Mirzapur,2025.0,9.0,28,0.0,27.0
Uttar Pradesh,Mirzapur,2025.0,10.0,34,21.42857142857142,30.0
Uttar Pradesh,Mirzapur,2025.0,11.0,25,-26.470588235294112,29.0
Uttar Pradesh,Mirzapur,2025.0,12.0,29,15.999999999999993,29.333333333333332
Uttar Pradesh,Moradabad,2025.0,1.0,29,,
Uttar Pradesh,Moradabad,2025.0,2.0,30,3.4482758620689724,
Uttar Pradesh,Moradabad,2025.0,3.0,29,-3.3333333333333326,29.333333333333332
Uttar Pradesh,Moradabad,2025.0,4.0,18,-37.93103448275862,25.666666666666668
Uttar Pradesh,Moradabad,2025.0,5.0,21,16.666666666666675,22.666666666666668
Uttar Pradesh,Moradabad,2025.0,6.0,30,42.85714285714286,23.0
Uttar Pradesh,Moradabad,2025.0,7.0,26,-13.33333333333333,25.666666666666668
Uttar Pradesh,Moradabad,2025.0,8.0,26,0.0,27.333333333333332
Uttar Pradesh,Moradabad,2025.0,9.0,31,19.23076923076923,27.666666666666668
Uttar Pradesh,Moradabad,2025.0,10.0,32,3.2258064516129004,29.666666666666668
Uttar Pradesh,Moradabad,2025.0,11.0,28,-12.5,30.333333333333332
Uttar Pradesh,Moradabad,2025.0,12.0,32,14.28571428571428,30.666666666666668
Uttar Pradesh,Muzaffarnagar,2025.0,1.0,37,,
Uttar Pradesh,Muzaffarnagar,2025.0,2.0,44,18.918918918918926,
Uttar Pradesh,Muzaffarnagar,2025.0,3.0,39,-11.363636363636365,40.0
Uttar Pradesh,Muzaffarnagar,2025.0,4.0,25,-35.89743589743589,36.0
Uttar Pradesh,Muzaffarnagar,2025.0,5.0,32,28.000000000000004,32.0
Uttar Pradesh,Muzaffarnagar,2025.0,6.0,41,28.125,32.666666666666664
Uttar Pradesh,Muzaffarnagar,2025.0,7.0,28,-31.707317073170728,33.666666666666664
Uttar Pradesh,Muzaffarnagar,2025.0,8.0,42,50.0,37.0
Uttar Pradesh,Muzaffarnagar,2025.0,9.0,44,4.761904761904767,38.0
Uttar Pradesh,Muzaffarnagar,2025.0,10.0,46,4.545454545454541,44.0
Uttar Pradesh,Muzaffarnagar,2025.0,11.0,39,-15.217391304347828,43.0
Uttar Pradesh,Muzaffarnagar,2025.0,12.0,43,10.256410256410264,42.666666666666664
Uttar Pradesh,Pilibhit,2025.0,1.0,22,,
Uttar Pradesh,Pilibhit,2025.0,2.0,14,-36.36363636363637,
Uttar Pradesh,Pilibhit,2025.0,3.0,15,7.14285714285714,17.0
Uttar Pradesh,Pilibhit,2025.0,4.0,11,-26.66666666666667,13.333333333333334
Uttar Pradesh,Pilibhit,2025.0,5.0,14,27.27272727272727,13.333333333333334
Uttar Pradesh,Pilibhit,2025.0,6.0,17,21.42857142857142,14.0
Uttar Pradesh,Pilibhit,2025.0,7.0,16,-5.882352941176472,15.666666666666666
Uttar Pradesh,Pilibhit,2025.0,8.0,17,6.25,16.666666666666668
Uttar Pradesh,Pilibhit,2025.0,9.0,15,-11.764705882352944,16.0
Uttar Pradesh,Pilibhit,2025.0,10.0,20,33.33333333333333,17.333333333333332
Uttar Pradesh,Pilibhit,2025.0,11.0,15,-25.0,16.666666666666668
Uttar Pradesh,Pilibhit,2025.0,12.0,16,6.666666666666665,17.0
Uttar Pradesh,Pratapgarh,2025.0,1.0,57,,
Uttar Pradesh,Pratapgarh,2025.0,2.0,72,26.315789473684205,
Uttar Pradesh,Pratapgarh,2025.0,3.0,59,-18.055555555555557,62.666666666666664
Uttar Pradesh,Pratapgarh,2025.0,4.0,34,-42.3728813559322,55.0
Uttar Pradesh,Pratapgarh,2025.0,5.0,47,38.23529411764706,46.666666666666664
Uttar Pradesh,Pratapgarh,2025.0,6.0,71,51.06382978723405,50.666666666666664
Uttar Pradesh,Pratapgarh,2025.0,7.0,46,-35.2112676056338,54.666666666666664
Uttar Pradesh,Pratapgarh,2025.0,8.0,69,50.0,62.0
Uttar Pradesh,Pratapgarh,2025.0,9.0,65,-5.797101449275366,60.0
Uttar Pradesh,Pratapgarh,2025.0,10.0,83,27.692307692307683,72.33333333333333
Uttar Pradesh,Pratapgarh,2025.0,11.0,65,-21.68674698795181,71.0
Uttar Pradesh,Pratapgarh,2025.0,12.0,68,4.615384615384621,72.0
Uttar Pradesh,Prayagraj,2025.0,1.0,31,,
Uttar Pradesh,Prayagraj,2025.0,2.0,32,3.2258064516129004,
Uttar Pradesh,Prayagraj,2025.0,3.0,21,-34.375,28.0
Uttar Pradesh,Prayagraj,2025.0,4.0,13,-38.095238095238095,22.0
Uttar Pradesh,Prayagraj,2025.0,5.0,27,107.69230769230771,20.333333333333332
Uttar Pradesh,Prayagraj,2025.0,6.0,25,-7.4074074074074066,21.666666666666668
Uttar Pradesh,Prayagraj,2025.0,7.0,20,-19.999999999999996,24.0
Uttar Pradesh,Prayagraj,2025.0,8.0,35,75.0,26.666666666666668
Uttar Pradesh,Prayagraj,2025.0,9.0,43,22.857142857142865,32.666666666666664
Uttar Pradesh,Prayagraj,2025.0,10.0,38,-11.627906976744185,38.666666666666664
Uttar Pradesh,Prayagraj,2025.0,11.0,28,-26.315789473684216,36.333333333333336
Uttar Pradesh,Prayagraj,2025.0,12.0,34,21.42857142857142,33.333333333333336
Uttar Pradesh,Rae Bareli,2025.0,1.0,56,,
Uttar Pradesh,Rae Bareli,2025.0,2.0,64,14.28571428571428,
Uttar Pradesh,Rae Bareli,2025.0,3.0,62,-3.125,60.666666666666664
Uttar Pradesh,Rae Bareli,2025.0,4.0,33,-46.7741935483871,53.0
Uttar Pradesh,Rae Bareli,2025.0,5.0,60,81.81818181818181,51.666666666666664
Uttar Pradesh,Rae Bareli,2025.0,6.0,62,3.3333333333333437,51.666666666666664
Uttar Pradesh,Rae Bareli,2025.0,7.0,39,-37.096774193548384,53.666666666666664
Uttar Pradesh,Rae Bareli,2025.0,8.0,61,56.41025641025641,54.0
Uttar Pradesh,Rae Bareli,2025.0,9.0,72,18.032786885245898,57.333333333333336
Uttar Pradesh,Rae Bareli,2025.0,10.0,77,6.944444444444442,70.0
Uttar Pradesh,Rae Bareli,2025.0,11.0,68,-11.688311688311693,72.33333333333333
Uttar Pradesh,Rae Bareli,2025.0,12.0,70,2.941176470588225,71.66666666666667
Uttar Pradesh,Raebareli,2025.0,4.0,1,,
Uttar Pradesh,Rampur,2025.0,1.0,24,,
Uttar Pradesh,Rampur,2025.0,2.0,15,-37.5,
Uttar Pradesh,Rampur,2025.0,3.0,15,0.0,18.0
Uttar Pradesh,Rampur,2025.0,4.0,8,-46.666666666666664,12.666666666666666
Uttar Pradesh,Rampur,2025.0,5.0,14,75.0,12.333333333333334
Uttar Pradesh,Rampur,2025.0,6.0,16,14.28571428571428,12.666666666666666
Uttar Pradesh,Rampur,2025.0,7.0,14,-12.5,14.666666666666666
Uttar Pradesh,Rampur,2025.0,8.0,16,14.28571428571428,15.333333333333334
Uttar Pradesh,Rampur,2025.0,9.0,15,-6.25,15.0
Uttar Pradesh,Rampur,2025.0,10.0,18,19.999999999999996,16.333333333333332
Uttar Pradesh,Rampur,2025.0,11.0,15,-16.666666666666664,16.0
Uttar Pradesh,Rampur,2025.0,12.0,17,13.33333333333333,16.666666666666668
Uttar Pradesh,Saharanpur,2025.0,1.0,33,,
Uttar Pradesh,Saharanpur,2025.0,2.0,35,6.060606060606055,
Uttar Pradesh,Saharanpur,2025.0,3.0,32,-8.571428571428575,33.333333333333336
Uttar Pradesh,Saharanpur,2025.0,4.0,21,-34.375,29.333333333333332
Uttar Pradesh,Saharanpur,2025.0,5.0,32,52.38095238095237,28.333333333333332
Uttar Pradesh,Saharanpur,2025.0,6.0,34,6.25,29.0
Uttar Pradesh,Saharanpur,2025.0,7.0,31,-8.823529411764708,32.333333333333336
Uttar Pradesh,Saharanpur,2025.0,8.0,38,22.580645161290324,34.333333333333336
Uttar Pradesh,Saharanpur,2025.0,9.0,37,-2.631578947368418,35.333333333333336
Uttar Pradesh,Saharanpur,2025.0,10.0,39,5.405405405405395,38.0
Uttar Pradesh,Saharanpur,2025.0,11.0,35,-10.256410256410254,37.0
Uttar Pradesh,Saharanpur,2025.0,12.0,35,0.0,36.333333333333336
Uttar Pradesh,Sambhal,2025.0,1.0,28,,
Uttar Pradesh,Sambhal,2025.0,2.0,30,7.14285714285714,
Uttar Pradesh,Sambhal,2025.0,3.0,33,10.000000000000009,30.333333333333332
Uttar Pradesh,Sambhal,2025.0,4.0,20,-39.39393939393939,27.666666666666668
Uttar Pradesh,Sambhal,2025.0,5.0,30,50.0,27.666666666666668
Uttar Pradesh,Sambhal,2025.0,6.0,30,0.0,26.666666666666668
Uttar Pradesh,Sambhal,2025.0,7.0,27,-9.999999999999998,29.0
Uttar Pradesh,Sambhal,2025.0,8.0,32,18.518518518518512,29.666666666666668
Uttar Pradesh,Sambhal,2025.0,9.0,32,0.0,30.333333333333332
Uttar Pradesh,Sambhal,2025.0,10.0,33,3.125,32.333333333333336
Uttar Pradesh,Sambhal,2025.0,11.0,31,-6.060606060606055,32.0
Uttar Pradesh,Sambhal,2025.0,12.0,32,3.2258064516129004,32.0
Uttar Pradesh,Sant Kabir Nagar,2025.0,1.0,29,,
Uttar Pradesh,Sant Kabir Nagar,2025.0,2.0,30,3.4482758620689724,
Uttar Pradesh,Sant Kabir Nagar,2025.0,3.0,31,3.3333333333333437,30.0
